hydropower_Ak,irrigation,environment,floodcontrol,hydropower_Kp,Name
3685.949598,0.350983048,0.649315068,0,714.938917,Other solutions
3597.281121,0.774017091,0.646575342,0,686.6285469,Other solutions
3596.480596,0.769969971,0.646575342,0,688.3772404,Other solutions
3587.701382,0.800390148,0.643835616,0,684.5485424,Other solutions
3603.149498,0.717542935,0.643835616,0,690.2105508,Other solutions
3498.815958,0.903098606,0.64109589,0,661.656994,Other solutions
3568.299381,0.869848671,0.64109589,0,677.0815847,Other solutions
3604.114904,0.723196647,0.64109589,0,689.5061669,Other solutions
3541.521506,0.90021544,0.632876712,0,670.5532981,Other solutions
3736.233137,0.465633442,0.632876712,0,720.7544823,Other solutions
3702.276045,0.873363926,0.630136986,0,705.985876,Other solutions
3710.018307,0.63968372,0.62739726,0,715.3391156,Other solutions
3769.117735,0.479518565,0.62739726,0,728.003176,Other solutions
3747.062509,0.389036388,0.624657534,0,728.5934641,Other solutions
3651.947681,0.902635798,0.621917808,0,693.7642234,Other solutions
3715.300039,0.813689643,0.621917808,0,710.9016577,Other solutions
3699.212886,0.733954103,0.621917808,0,711.0232444,Other solutions
3741.40273,0.53858009,0.621917808,0,718.6321064,Other solutions
3723.403989,0.86547093,0.610958904,0,710.2664104,Other solutions
3770.809536,0.820491717,0.610958904,0,723.1424777,Other solutions
3766.721443,0.706985733,0.610958904,0,724.2971011,Other solutions
3817.405254,0.551579462,0.610958904,0,735.7316412,Other solutions
3816.660339,0.468727409,0.610958904,0,738.9233078,Other solutions
3864.145918,0.438792567,0.610958904,0,749.3129695,Other solutions
3810.731511,0.624197246,0.608219178,0,736.2819749,Other solutions
3802.289483,0.752696113,0.605479452,0,732.1033457,Other solutions
3843.615141,0.462608713,0.605479452,0,745.136909,Other solutions
3703.291258,0.905159527,0.602739726,0,705.365006,Other solutions
3772.048471,0.851950491,0.602739726,0,721.3481772,Other solutions
3794.447238,0.813483565,0.602739726,0,727.2046185,Other solutions
3795.366442,0.733724658,0.602739726,0,732.5366922,Other solutions
3813.878086,0.627700052,0.602739726,0,732.157197,Other solutions
3770.68219,0.907016571,0.591780822,0,720.0868822,Other solutions
3832.580378,0.860427678,0.591780822,0,734.5897787,Other solutions
3869.128053,0.804346761,0.591780822,0,743.3182121,Other solutions
3933.236109,0.521503335,0.591780822,0,759.9862513,Other solutions
3808.375408,0.903555567,0.580821918,0,728.4791875,Other solutions
3889.659253,0.880408284,0.580821918,0,746.3586988,Other solutions
3913.690143,0.803810162,0.580821918,0,754.2941109,Other solutions
3954.33368,0.561054221,0.580821918,0,763.8628813,Other solutions
3940.881459,0.295908944,0.580821918,0,769.9031755,Other solutions
3948.298926,0.804132408,0.575342466,0,761.7370534,Other solutions
3885.666355,0.901773295,0.57260274,0,744.2909921,Other solutions
3929.180188,0.854274455,0.57260274,0,755.5853833,Other solutions
3958.236246,0.511302305,0.57260274,0,766.261519,Other solutions
3979.926986,0.458029145,0.57260274,0,773.0771307,Other solutions
3998.382627,0.290417806,0.57260274,0,782.1450434,Other solutions
4053.700608,0.536818175,0.564383562,0,785.6813741,Other solutions
3927.04821,0.900099324,0.561643836,0,754.2708703,Other solutions
3985.797864,0.859666761,0.561643836,0,767.9409265,Other solutions
3985.865849,0.813763509,0.561643836,0,768.543969,Other solutions
3981.051509,0.756359006,0.561643836,0,770.9452436,Other solutions
4025.208661,0.62885302,0.561643836,0,776.8088031,Other solutions
4052.167631,0.432139355,0.561643836,0,790.5580859,Other solutions
4065.020778,0.266458118,0.556164384,0,796.8327762,Other solutions
3984.48287,0.902611281,0.553424658,0,766.3519697,Other solutions
4073.731025,0.445415429,0.553424658,0,794.1284349,Other solutions
4043.030226,0.867252676,0.550684932,0,780.1584019,Other solutions
4045.169123,0.775360078,0.550684932,0,782.3075105,Other solutions
4094.021619,0.554866857,0.550684932,0,793.9575182,Other solutions
4118.06767,0.627998435,0.547945205,0,797.0850272,Other solutions
4137.809823,0.569263867,0.545205479,0,803.5994127,Other solutions
4024.712315,0.903027995,0.542465753,0,775.2837336,Other solutions
4080.321379,0.861162117,0.542465753,0,788.3112447,Other solutions
4081.723881,0.840455053,0.542465753,0,790.2026112,Other solutions
4075.558582,0.726586236,0.542465753,0,791.601883,Other solutions
4142.397121,0.572236531,0.539726027,0,804.9275269,Other solutions
4133.644167,0.267510416,0.536986301,0,811.7101252,Other solutions
4161.404752,0.530116868,0.534246575,0,809.2940524,Other solutions
4082.986096,0.902497105,0.531506849,0,788.6190509,Other solutions
4143.361936,0.884866866,0.531506849,0,800.3275549,Other solutions
4128.100842,0.816756461,0.531506849,0,801.0212209,Other solutions
4133.824676,0.780364999,0.531506849,0,802.9653712,Other solutions
4145.131135,0.902240292,0.523287671,0,801.0917516,Other solutions
4182.665022,0.85629454,0.520547945,0,811.080378,Other solutions
4183.748309,0.79752254,0.520547945,0,813.813657,Other solutions
4177.708014,0.718901477,0.520547945,0,814.4338175,Other solutions
4210.179073,0.539958858,0.520547945,0,819.6670901,Other solutions
4211.794795,0.483897878,0.520547945,0,821.465637,Other solutions
4235.843178,0.627021957,0.515068493,0,823.1056687,Other solutions
4184.921486,0.903424775,0.512328767,0,811.1900509,Other solutions
4220.88174,0.861281623,0.512328767,0,819.5036702,Other solutions
4224.517421,0.816919854,0.512328767,0,822.4397485,Other solutions
4256.317628,0.564134078,0.512328767,0,829.1876251,Other solutions
4245.755169,0.461229421,0.512328767,0,830.0336877,Other solutions
4252.144685,0.903077414,0.501369863,0,825.6038686,Other solutions
4286.126827,0.864393759,0.501369863,0,834.3694859,Other solutions
4282.341327,0.844075541,0.501369863,0,834.6493494,Other solutions
4305.043117,0.66512179,0.501369863,0,837.9503836,Other solutions
4310.451558,0.902330693,0.493150685,0,838.4201495,Other solutions
4348.453331,0.735585108,0.490788852,0,853.8502933,Other solutions
4347.356662,0.732681937,0.490505432,0,854.4164484,Other solutions
4428.679875,0.527069415,0.490410959,0,868.5915751,Fair hydropower
4356.952797,0.850114902,0.490127539,0,850.95797,Other solutions
4345.72917,0.771188333,0.490127539,0,852.5404092,Other solutions
4428.019212,0.605956413,0.490033066,0,866.9587634,Fair hydropower
4457.406487,0.592008202,0.485403873,0,874.6988204,Fair hydropower
4332.490873,0.901300305,0.482191781,0,843.5487665,Other solutions
4422.262124,0.702873708,0.481813888,0,869.0905283,Fair hydropower
4429.141772,0.428529972,0.481247048,0,875.8552396,Fair hydropower
4423.963125,0.782717882,0.481152574,0,867.1474103,Fair hydropower
4426.635155,0.854578144,0.480491261,0,866.7420857,Fair hydropower
4422.183625,0.19049167,0.480113368,0,878.1465317,Fair hydropower
4430.891696,0.663332985,0.480018895,0,871.7910735,Fair hydropower
4460.942848,0.525471028,0.478885215,0,876.5472392,Fair hydropower
4453.447004,0.756943653,0.473216816,0,875.8606045,Fair hydropower
4459.372956,0.515207105,0.47302787,0,878.0752572,Fair hydropower
4456.481619,0.483552023,0.47189419,0,878.7571887,Fair hydropower
4452.175465,0.860857496,0.471421823,0,872.4878999,Fair hydropower
4399.926822,0.909818136,0.471232877,0,858.9817846,Other solutions
4457.526847,0.823512729,0.471232877,0,873.5205008,Fair hydropower
4456.043511,0.845280362,0.471138403,0,874.0550048,Fair hydropower
4455.667601,0.766805708,0.470949457,0,874.7298019,Fair hydropower
4459.448666,0.797368888,0.470666037,0,873.74492,Fair hydropower
4453.345074,0.623952088,0.470666037,0,878.0382897,Fair hydropower
4455.072074,0.773500023,0.470571564,0,875.1274958,Fair hydropower
4454.639075,0.648143759,0.470571564,0,877.3277072,Fair hydropower
4447.557882,0.418873253,0.47047709,0,881.2405709,Fair hydropower
4454.3374,0.739994466,0.470382617,0,876.0702885,Fair hydropower
4454.202221,0.659425927,0.470382617,0,877.1519363,Fair hydropower
4451.67276,0.851788735,0.470004724,0,873.0808036,Fair hydropower
4452.565358,0.559488299,0.470004724,0,878.8822042,Fair hydropower
4466.492901,0.822415341,0.466320265,0,876.0204342,Fair hydropower
4469.140673,0.790536313,0.465092111,0,877.8778287,Fair hydropower
4460.038065,0.29293994,0.464714218,0,883.9165748,Fair hydropower
4462.258899,0.425692574,0.463202645,0,883.1623322,Fair hydropower
4467.687556,0.48856027,0.462257912,0,882.3936708,Fair hydropower
4466.943067,0.828981957,0.462163439,0,875.8986514,Fair hydropower
4466.423687,0.703322091,0.461313179,0,878.4302098,Fair hydropower
4466.550921,0.620666135,0.460935286,0,881.3311379,Fair hydropower
4464.18932,0.893754771,0.460746339,0,874.086889,Fair hydropower
4467.431263,0.668569849,0.460651866,0,880.3162867,Fair hydropower
4466.821117,0.500610196,0.460273973,0,882.3824901,Fair hydropower
4459.508918,0.443916615,0.460179499,0,883.800589,Fair hydropower
4457.653271,0.902928389,0.460085026,0,872.2888594,Fair hydropower
4463.259422,0.865157063,0.460085026,0,874.7751429,Fair hydropower
4467.93442,0.428932962,0.459990553,0,885.5724128,Fair hydropower
4466.345336,0.48404056,0.458101086,0,884.3720483,Fair hydropower
4466.53767,0.503035425,0.457723193,0,883.6220432,Fair hydropower
4468.256364,0.385130149,0.457723193,0,885.9281667,Fair hydropower
4466.460758,0.611755914,0.457439773,0,881.7079245,Fair hydropower
4464.522721,0.906684985,0.454983467,0,873.0996243,Fair hydropower
4466.580633,0.814362683,0.454794521,0,877.0079377,Fair hydropower
4467.543253,0.67043274,0.454038734,0,878.4826906,Fair hydropower
4466.036052,0.867738091,0.453755314,0,874.8632623,Fair hydropower
4470.799874,0.30610694,0.453660841,0,885.0331959,Fair hydropower
4466.550527,0.706097601,0.453471894,0,879.0541875,Fair hydropower
4467.038356,0.599341012,0.453282948,0,881.2412439,Fair hydropower
4459.467657,0.137999814,0.451960321,0,886.0488664,Fair hydropower
4468.076435,0.409157325,0.451676901,0,884.0035206,Fair hydropower
4467.281123,0.747262061,0.451582428,0,878.0022143,Fair hydropower
4467.332564,0.802833593,0.451299008,0,875.8260832,Fair hydropower
4466.088942,0.582418608,0.450543222,0,882.1253248,Fair hydropower
4473.338545,0.798512623,0.449409542,0,878.396346,Fair hydropower
4467.844965,0.719325938,0.449031649,0,878.6965976,Fair hydropower
4472.936041,0.845712892,0.446575342,0,876.5340155,Fair hydropower
4470.214746,0.483958438,0.446291923,0,882.6425504,Fair hydropower
4467.838245,0.650680773,0.446008503,0,880.4386391,Fair hydropower
4469.588155,0.515593042,0.443268777,0,881.5002006,Fair hydropower
4468.76116,0.694330195,0.442607463,0,879.6211245,Fair hydropower
4466.881585,0.402735941,0.442418517,0,886.460518,Fair hydropower
4469.125135,0.196994007,0.442040624,0,888.249056,Fair hydropower
4471.143013,0.898462562,0.44194615,0,874.926114,Fair hydropower
4469.397553,0.611765246,0.441190364,0,881.3366446,Fair hydropower
4468.959449,0.596684909,0.441001417,0,881.5272814,Fair hydropower
4472.552617,0.763791917,0.438734058,0,879.2415093,Fair hydropower
4473.815825,0.725431976,0.438450638,0,880.1486089,Fair hydropower
4467.540871,0.237481795,0.436561171,0,887.8188058,Fair hydropower
4468.126246,0.404857189,0.434860652,0,886.702225,Fair hydropower
4467.179662,0.460567042,0.434010392,0,883.2103823,Fair hydropower
4468.538479,0.594264097,0.432404346,0,882.1450097,Fair hydropower
4468.462361,0.391443438,0.432026453,0,887.0783165,Fair hydropower
4468.433281,0.459523215,0.42994804,0,884.0459302,Fair hydropower
4468.156352,0.669346374,0.4293812,0,880.5835389,Fair hydropower
4473.234791,0.871016606,0.42739726,0,875.0583577,Fair hydropower
4478.039246,0.833248375,0.42739726,0,876.8102729,Fair hydropower
4477.081958,0.801699419,0.424657534,0,877.5000207,Fair hydropower
4468.901338,0.307542632,0.424185168,0,886.1376177,Fair hydropower
4473.268449,0.501862564,0.422390175,0,882.1612279,Fair hydropower
4462.874412,0.45864743,0.421728862,0,885.3414158,Fair hydropower
4467.065841,0.560169628,0.421445442,0,882.6176705,Fair hydropower
4476.667013,0.673568413,0.419272556,0,881.4148021,Fair hydropower
4470.339856,0.390564183,0.413509684,0,887.3914283,Fair hydropower
4469.482053,0.24210806,0.412942844,0,887.5812101,Fair hydropower
2444.699458,0.875423615,0.830136986,0,452.6644565,Fair environment
2630.716805,0.77239797,0.830136986,0,493.9032274,Fair environment
2367.940227,0.909221338,0.821917808,0,437.4028691,Fair environment
2554.193147,0.867054252,0.821917808,0,474.8385488,Fair environment
2723.995049,0.765999203,0.821917808,0,513.1601776,Fair environment
2729.058528,0.702296554,0.821917808,0,516.7987087,Fair environment
2605.191869,0.876461819,0.816438356,0,484.4421869,Fair environment
2471.018425,0.902244333,0.810958904,0,458.4683709,Fair environment
2809.215609,0.847902504,0.810958904,0,527.4302892,Fair environment
2827.558399,0.735925036,0.810958904,0,535.0070692,Fair environment
2611.416718,0.859973732,0.808219178,0,486.3554297,Fair environment
2730.532608,0.029878012,0.808219178,0,535.6360161,Fair environment
2828.555701,0.787630978,0.802739726,0,532.2601634,Fair environment
2496.875017,0.822179066,0.832876712,0,464.7493501,Best environment
4480.317821,0.081244887,0.416438356,0,890.2647368,Best hydropower
2272.168369,0.910136033,0.830136986,0,417.8530547,Best irrigation
1000,0,0,-1,180,Min
5100,1,1,0,1000,Max
